rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,AWESOME DVD-GREAT FOR BEGINNERS & BUSY PEOPLE,"This DVD was GREAT!  I am a stay at home mom who is totally out of shape.  I don't have alot of time for myself & this workout DVD fits the bill.  It has 5 different 10 minute workouts that you can do each individually or 2, 3, 4 or all 5 at one time.  The menu gives you the option of personalizing your workout to do how little or how many workouts.  Plus it targets 5 different areas of your body.  It doesn't get any easier then this.  I have never done pilates before and this was a great beginner workout.  Plus my kids love doing it with me!  I give it a A+++++++!!!",[],B0002J58ME,B0002J58ME,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1146713492000,4,True
5.0,Crazy fun,Good family friendly fun. I think mostly everyone can enjoy this movie.,[],B019E6TOGQ,B019E6TOGQ,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,1599158697483,0,True
5.0,Awesome,Awesome movie! Must see.,[],B079FLYB41,B079FLYB41,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1560014052867,0,True
5.0,Five Stars,What a great and fun show.  I love all of the characters and cannot wait for Season 2!,[],B00X9LNPHC,B00X9LNPHC,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,1435699601000,0,True
5.0,Beautiful Move for the Entire Familia!,"We loved Coco! My husband (Mexican) and I (Caucasian) saw this movie on our date night and were moved to tears. I asked him if the movie was accurate in his opinion of his culture and he said it was. I can't wait till this movie comes out on DVD so we can buy it for our daughter. We loved the story line. Miguel is such a cute kid and REAL.<br /><br />Personal Opinion: Reading some of the lower star reviews really irks me because they do not understand the culture, religion, or concept. If you don't get it, that is fine, but don't base your reviews of the movie based on your own religion/culture. For goodness sake, its a child's film. I'd love to see those people review other Disney movies. Sheesh.",[],B0779KMWG1,B0779KMWG1,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1513539059497,7,False
5.0,Must see!,"I wish there was more! I absolutely loved everything about this miniseries. I wish there were more seasons. The acting, dancing, music, storyline...perfect!",[],B0188NQEQ4,B0188NQEQ4,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1484172316000,0,True
5.0,An oldie but a goodie,One of the best movies out there! It's even better watching it now than when I was a young child. Loved it then and love it now.,[],B00HMJT5VW,B00HMJT5VW,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1478307271000,0,True
4.0,Four Stars,It was pretty good. Had some pretty comical scenes throughout. A great chick flick.,[],B01KBKKU7G,B01KBKKU7G,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1474051189000,0,True
5.0,"Different, in a good way",I loved this movie. It was so different than anything else out there.,[],B01489N3YS,B01489N3YS,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1473295869000,0,True
5.0,Must watch!,I love this series!,[],B00PSLQYWE,B00PSLQYWE,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1436811154000,0,True
5.0,Love Archer!,Witty. Hilarious. Raunchy. Love Archer!,[],B003M6SRFO,B003M6SRFO,AHTTU2FL6FCNBBAESCJHOHHSSW7A,1431971829000,0,True
5.0,Educational American Hx,"We wanted to see this movie when it was up at a movie theater but never made it.  Was so happy that Amazon had this to rent.  Very powerful and well stated on dark matters in the U.S. I highly recommend this  movie, educational and a bit scary as well.",[],B081FJP1YN,B081FJP1YN,AGXFEGMNVCSTSYYA5UWXDV7AFSXA,1589664683619,0,True
3.0,battlespace,this item was canceled. . . .no comments,[],B000PIU2A0,B000PIU2A0,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1556496429981,1,True
5.0,Five Stars,really liked this anime. . . .have to get more episodes,[],B00C3JUJDO,B00C3JUJDO,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1436904206000,0,True
5.0,Five Stars,VERY GOOD MOVIE: WAS LIKED BY ALL WHO SEEN IT,[],B001QTXM5Y,B001QTXM5Y,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1414899539000,0,True
4.0,Four Stars,"GOOD, THE KIDS LIKED IT. . .",[],B000087F7J,B000087F7J,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1414899391000,0,True
4.0,GOOD TO WATCH ONE TIME,CAN GO EITHER WAY ON THIS ONE; GOOD TO WATCH ONE TIME. . .,[],B000SMNL92,B000SMNL92,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1411381209000,0,True
5.0,Five Stars,VERY GOOD - WORTH THE MONEY. . .,[],B00170LCWC,B00170LCWC,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1411381085000,0,True
3.0,THIS WAS A GIFT... DID NOT WATCH ...,THIS WAS A GIFT. . . DID NOT WATCH IT. . .,[],B004HI79LO,B004HI79LO,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1411380973000,0,True
2.0,Two Stars,KIND OF A LOW BUDGET B MOVIE. . .,[],B0009JE6FM,B0009JE6FM,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1411380915000,0,True
3.0,Three Stars,THIS WAS ALSO A GIFT. . .DIDN'T WATCH IT. . .,[],B0000WN0XM,B0000WN0XM,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1411380827000,0,True
4.0,HE LIKED,THIS WAS A GIFT. . .THE PERSON I GAVE IT TO WAS SATIFIED. . .HE LIKED IT,[],B001DN0UR6,B001DN0UR6,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1411380699000,0,True
5.0,Five Stars,IF YOU LIKE JAPANESE ANIMATION. . .THIS IS WORTH THE MONEY,[],B0050I97BU,B0050I97BU,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1411380608000,0,True
5.0,COLUMBO movie collection,I grew up with this one. couldn't wait week to week to see another episode: really glad I found this  movie collection for my collection,[],B001JNNDRY,B001JNNDRY,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364088518000,1,True
5.0,FIFTH ELEMENT ultimate edition,one of my classics: This one I and friends can watch over many times: good acting: good sound: bruce willis brings it home,[],B0006GVJE4,B0006GVJE4,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364088328000,0,True
4.0,BURST ANGEL vol-4,"like watching: haven't gotten though all volumes yet, but I working on it: very entertaining: good older age animation to watch: all volumes are",[],B000TSMOEI,B000TSMOEI,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364088147000,2,True
4.0,BURST ANGEL vol-6,"like watching: haven't gotten though all volumes yet, but I working on it: very entertaining: good older age animation to watch: all volumes are",[],B000UR9TCI,B000UR9TCI,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364088142000,0,True
5.0,AIRWOLF season 1,really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,[],B0007YMWFK,B0007YMWFK,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364087834000,0,True
5.0,AIRWOLF season 2,really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,[],B000IONJI8,B000IONJI8,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364087832000,0,True
5.0,AIRWOLF-season 3,really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,[],B000N4RAQA,B000N4RAQA,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364087830000,0,True
4.0,BURST ANGEL-death's angel v.1,"pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there",[],B000S76O2I,B000S76O2I,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364087580000,0,True
4.0,BURST ANGEL VOLUME THREE,"pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there",[],B0009MAO82,B0009MAO82,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364087577000,1,True
4.0,BURST ANGEL VOLUME TWO,"pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there",[],B000S76O2S,B000S76O2S,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364087574000,1,True
3.0,X-MEN EVOLUTION-myst,another gift item for friends kids: they like it: can keep them entertained and out of trouble for a while,[],B0002V7TYW,B0002V7TYW,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364087229000,0,True
3.0,X-MEN EVOLUTION-enimies unveiled,this was a gift I picked up for a friends kids: they enjoy it very much each time they watch it,[],B0001Z4P3M,B0001Z4P3M,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364087227000,0,True
3.0,BLUE SUBMARINE,this was a replacement movie for a friend: somewhere their's got misplaced: gave to them as a gift:they were happy to have it again,[],B000NVT0PC,B000NVT0PC,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1364086276000,0,True
4.0,Angel,didn't get to see all the episodes when it aired on tv; glad I found this pak; i can finish the season out now,[],B000TLTCU4,B000TLTCU4,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1360235497000,0,True
3.0,NEW KNIGHT RIDER,It's okay. . .Alittle different than the old series; the mustang is a pretty cool change; watched a few episodes; not to disapointed yet; going to go ahead and finish the season,[],B0024FAD7Y,B0024FAD7Y,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1360235288000,0,True
5.0,BRAVESTAR,"We are grown up, but there's still that little kid in use that comes out; I really enjoyed watching Bravestar as a youth, and I enjoy watching it now as a man. . .Glad I found it. . .",[],B004RA7XZE,B004RA7XZE,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1360235039000,0,True
5.0,kept me on the edge of my seat,Full of action. Great acting!,[],B0162LLCA2,B0162LLCA2,AF4BOHAQZZBMDYP7B6IWIKQNHTCA,1478643328000,0,True
3.0,Ok love story,A bit slow and an unsatisfying ending,[],B01M0S0C8M,B01M0S0C8M,AF4BOHAQZZBMDYP7B6IWIKQNHTCA,1478643257000,0,True
1.0,Horrible Movie,I think I could have written a better script. Sorry I wasted my time.,[],B08Y5PJ2T1,B08Y5PJ2T1,AET3VOB7PYHAKDAPEDTFGPSEE6QQ,1621455806598,0,True
4.0,Great movie IMO,"This is a fun, colorful, entertaining movie. Costuming is beautiful. Sets are innovative.<br />Going from Kansas to NYC works. This is beyond a &#34;BLACK MOVIE&#34;, IMO&#62;.",[],B001JV5BF8,B001JV5BF8,AFWHJ6O3PV4JC7PVOJH6CPULO2KQ,1399992093000,1,True
5.0,One of my favorite movies,"This , in my opinion is the best Mel Brooks movie. I have watched it numerous times and never seem to get tired of seeing it.",[],6305168857,6305168857,AFWHJ6O3PV4JC7PVOJH6CPULO2KQ,1388157649000,0,True
5.0,Wow - the high definition Bluray is impressive.,I loved this show as a kid.  Glad to have it to add to my collection.  It is amazing the details that you can see now with the HD version.,[],B07QKVVKQH,B07QKVVKQH,AHCPZDDPHJE3G7M6ST5WGRPLXHOA,1646223891258,1,True
1.0,TRASH,A movie based solely on INCEST. Storyline is garbage and the actors were terrible.,[],B00G2TAAVM,B00G2TAAVM,AHDZ3PFHIGTE7EOQBUMVRBFRMWJQ,1661198785847,0,True
4.0,Really enjoyed it,Decent storyline and just the right amount of weird. Let's not forget an amazing cast!,[],B09JCCTWQG,B09JCCTWQG,AHDZ3PFHIGTE7EOQBUMVRBFRMWJQ,1646028191489,0,False
5.0,"unpretentious, fun, classic stoner comedy",ensemble cast<br /><br />an underrated gem<br /><br />my sympathies for every dude that missed it back in the day,[],B08JG63WP8,B08JG63WP8,AG6BAEKWLCWH2TW3KKLVK773YF6A,1635925368163,3,True
5.0,we have now acquired missing supplemental materials,"with no dvd we left wondering ""where supplemental materials are?""<br /><br />now thanks to mighty lord jeff bezos we have them in glorious 480p<br /><br />chinquee",[],B094WZGRB4,B094WZGRB4,AG6BAEKWLCWH2TW3KKLVK773YF6A,1621957754663,1,False
5.0,number 2 in the series and its a good one - love this series,number 2 in the series and its a good one - love this series! I will be watching over and over for sure,[],B003PIUC02,B003PIUC02,AHSXXZHYMXDRVKC643TJZYQ7XGYA,1415217162000,0,True
3.0,... too - #1 & #2 are by far the best but with a new character to follow its good ...,number 3 in the series and about that ranking too - #1 & #2 are by far the best but with a new character to follow its good to see him grow and develop the part,[],B0072OFOM6,B0072OFOM6,AHSXXZHYMXDRVKC643TJZYQ7XGYA,1415216937000,0,True
3.0,... 4 in the series - and def not the best of them all,number 4 in the series - and def not the best of them all... mostly fighting for the whole season but good ending,[],B00B52FDXQ,B00B52FDXQ,AHSXXZHYMXDRVKC643TJZYQ7XGYA,1415216806000,0,True
5.0,Five Stars,Loved it,[],B00RSGIVVO,B00RSGIVVO,AFGUPTDFAWOHHL4LZDV27ERDNOYQ,1458061435000,0,True
1.0,Ouch,Painful to watch. But entertained my 5 year old.,[],B008Y5NPUU,B008Y5NPUU,AFGUPTDFAWOHHL4LZDV27ERDNOYQ,1456623704000,0,True
2.0,Good movie.  Ok product.,Classic movie. But I didn't get to finish the whole movie though since it had some sort of problem where it wouldn't read and it would kick me back to my home screen.  Its definitely an issue with the blu-ray disk because I've continued to watch movies with the same player for about a month now and had no problems.,[],B0049M7BES,B0049M7BES,AEO4M665ZOCBF7HEFRMTUDHLSB5Q,1325272496000,1,True
4.0,Four Stars,Funny and obsevent for his time!,[],B00BBJZHIY,B00BBJZHIY,AHWRKUZUZNWALPR3HG6H3QBFEBDA,1443641505000,0,True
4.0,Four Stars,very entertaining...,[],B018GTUWPO,B018GTUWPO,AGHWZRZY7UYGZAYBZ2JADLTCSKKQ,1453747654000,0,True
5.0,Five Stars,Excellent!!!,[],B018HJ03UC,B018HJ03UC,AGHWZRZY7UYGZAYBZ2JADLTCSKKQ,1453747626000,0,True
1.0,BORING BORING BORING,watched it all because of Elizabeth Taylor..... waste of time.,[],B082GWW3WG,B082GWW3WG,AEUH4EH6XHROLT7UZPUYU2YKTYMA,1584752944608,0,True
4.0,It runs her whole look,Elizabeth in season 1 of when comes the hearts hair looked beautiful... what has the show done to it?? That wig she wears is hideous.. I'm sorry...,[],B019C6X2RK,B019C6X2RK,AGI5WCODFNNY5MKGED2667RA4ZAA,1610478895505,0,False
5.0,Great episodes.,Arrived in good time and packed well.  Enjoyed the episodes I have watched.,[],B006ZL1P84,B006ZL1P84,AF5MJENGAL5G6BUFIVMH5LRSZ6EA,1604091247864,0,True
5.0,The DVD arrived in great time.,I purchased this DVD to help prepare me to take a workshop on Rep Weave by Rosalie Neilson. The DVD is now going to help me remember what I learned and help me to improve my technique. Well worth having as a resource.,[],1620336030,1620336030,AF5MJENGAL5G6BUFIVMH5LRSZ6EA,1559144315534,0,True
5.0,Tom gives great clear easy to follow directions on warping a loom,This is a must for the new weaver. Tom gives great clear easy to follow directions on warping a loom. Great reference material.,[],1632505991,1632505991,AF5MJENGAL5G6BUFIVMH5LRSZ6EA,1504194047544,1,True
5.0,Tom has a way of providing good instruction in a manner that is easy to follow,I am a big fan of Tom Knisley. I found the DVD very informative. Tom has a way of providing good instruction in a manner that is easy to follow. Good explanation of the parts of the loom to how to clean and take care  of a loom. Included descriptions of differences between looms. Will be a great resource.,[],1596686502,1596686502,AF5MJENGAL5G6BUFIVMH5LRSZ6EA,1504193612231,2,True
5.0,"Hmmm, Something to Ponder Upon",LA's movies are really interesting and makes you think &#34;could this be true?&#34; I wonder how much more interesting research he will come up with and explore for the fans.,[],B0085F78I4,B0085F78I4,AGJSTXSEWFVQWVQINO6QKMNBUUNA,1398308448000,0,True
5.0,Thought Provocking,"I loved this video, it had many answers to some of the questions that I was looking for. However, I wished it had more research offered. Loved it!!",[],B008X0TMRG,B008X0TMRG,AGJSTXSEWFVQWVQINO6QKMNBUUNA,1361271917000,0,True
5.0,Great factual movie!,"I thought this was one of the best films I have seen in a long time. Acting was wonderful (don't believe the other reviewers) and I thought the directing was superb. If you enjoy fact based movies, this is one that should not be missed. No small wonder it won at the Sundance Film festival last year. Great, great movie. Buy it and watch it with your high school/ college age kids!",[],B00E1LQEFE,B00E1LQEFE,AFSKPY37N3C43SOI5IEXEK5JSIYA,1393252120000,1,False
4.0,Surprisingly good,"Although a little biased (as told from the Palestinian persepective of a child), this was a heartfelt story which really hit home for me. I have a son in the military and I kept thinking of the impacts the military (both ours and the Palestinian) have on the innocents. It is sad what war can do. I rated this as only 4 stars because, athough the acting was wonderful and the photography was spectacular, it really only displays one side of the conflict. No one shows the rest.",[],B004XH9X4A,B004XH9X4A,AFSKPY37N3C43SOI5IEXEK5JSIYA,1331161843000,1,False
4.0,Really much funnier and entertaining than I expected,"I was a little leery about chosing this DVD thinking it would be a little too mild to be funny. But I actually found myself laughing at most of the comedians (most of whom I had never seen before). I would recommend this to anyone who is tired of dirty talking, nasty comedians and is looking for an alternative entertainment format. I loved this, will definitely be looking into prior releases to purchase for my collection.",[],B002Q8W2W8,B002Q8W2W8,AFSKPY37N3C43SOI5IEXEK5JSIYA,1270147341000,0,False
1.0,A great career while it lasted,"Finally settled in last night to watch this movie. Let me start by saying that I love a good mystery and that I usually enjoy these kind of movies. Not much more can I say that hasn't been said before. First, the acting was absolutely awful. The movie is so scripted, it's almost as if the actors are reading their lines. The roles and characters are more than predictable (i.e. you have all token nationalities in the 'bad guy' gang, so they are equal opportunity offenders). I found most of the action in the fight scenes to be totally absurd. I could no more see Kim B. slinging a tire iron at someone (and getting it lodged in the victim's nostrils) then my mother doing it. It was almost comical. The underlying piece of Kim's marriage to an abusive man, was also ridiculously scripted and acted (damn, if any housewife kept a house as dirty and junk filled as she did, who wouldn't be yelling at her from time to time?). Anyway, just reliving this movie to write this review is painful. The movie was like a bad Saturday Night Live/MadTV skit. Run, don't walk, from buying or even renting this one.",[],B001QMCJ14,B001QMCJ14,AFSKPY37N3C43SOI5IEXEK5JSIYA,1240772192000,2,False
4.0,"Not exactly like the book, but good just the same","I bought the DVD of Angela's Ashes after purchasing the audio CD of the book (which I highly, highly recommend). Starting with the audion CD, I was enthralled in listening to Frank McCourt's own voice (almost as if he was telling his whole childhood story just to me). I actually was so disappointed when the book ended (because it had me so captivated), I couldn't wait to see the movie. So, I bought it. Now, the strengths of the movie are that you get to see some beautifulm and tragic, areas of  where the McCourts came from. The acting was pretty good. The bad part for me was that it seemed so depressing. It was raining constantly (which I know it does frequently in Ireland, but not every day and all the time. Even the audio CD talked of days with sunshine. I think the creator/director of the movie was trying awfully hard to make the McCourt's childhood similar to people living in some kind of an abusive/prison type setting. The audio CD had me laughing out loud at some of the most tragic parts of his life, as Frank inserted his phenominal sense of humor into everything. I didn't seem to get that same feel from the movie. Many scenes that were discussed in the book were either left out or glossed over in the movie all together. After hearing the CD, I felt enlightened, enchanted, craving to hear more of his life (so, I bought 'TIS last week). The movie just wanted to make me cry and get on my knees to thank God I wasn't raised in that area of Ireland during the 1940's. I recommend it only if you have read/are going to read the real book behind this. It is worth seeing to be able to relate to the town and scenery that you will hear/read about in the book.",[],0792163087,0792163087,AFSKPY37N3C43SOI5IEXEK5JSIYA,1208560454000,6,True
5.0,Paranormal yet normal,"With relatable characters (despite their otherworldly challenges) & witty humor, Being Human is entertaining, intriguing and satisfying.",[],B003RFYG7I,B003RFYG7I,AEBQTMAMKQWHOLTR4CYXKKZWXSMA,1406806253000,0,False
4.0,Gets too highbrow & complex,The series starts to break apart here & the story arc goes from weird to unbelievable. Wracking my brain against every episode is not my form of entertainment.,[],B005V2ZFH0,B005V2ZFH0,AEBQTMAMKQWHOLTR4CYXKKZWXSMA,1383747629000,0,False
5.0,Five Stars,My husband loves this show and it was nice to find one on a disc,[],B0001I55Y2,B0001I55Y2,AGCIVNDDRX3PXIUINEG4NCRGWCRA,1427131004000,0,True
5.0,Really Good!,I loved this show! Binge- watched all 8 episodes in one weekend. Can't wait for season 2👍🏼,[],B01J4SRJFW,B01J4SRJFW,AGCPAPUHXYA3EEIL2KGSQTGO5HRA,1484022634000,0,True
5.0,Great New Show!,"What a great show! Perfect, nice, show for young girls! Looking forward to more episodes :)",[],B00Z89L6JW,B00Z89L6JW,AGCPAPUHXYA3EEIL2KGSQTGO5HRA,1455656412000,1,True
5.0,Five Stars!,Great show! Watched it all in one night it was so funny! Great writing- believable dialogue- and 2 very funny actors! Five stars!👍,[],B00X8UKOUK,B00X8UKOUK,AGCPAPUHXYA3EEIL2KGSQTGO5HRA,1436471974000,0,True
5.0,Great show- thumbs up!,This is the coolest show! Thumbs up! It is an Emmy award winning show and great for older kids... Maybe 10-15 ish.. Really different stories and very well done!,[],B00I3MOU4Y,B00I3MOU4Y,AGCPAPUHXYA3EEIL2KGSQTGO5HRA,1429222835000,1,True
4.0,That following,Glad to have the new season available! Now I can keep up since I don't have a DVR but I can watch it when I like.,[],B00HY7VG9G,B00HY7VG9G,AGCPAPUHXYA3EEIL2KGSQTGO5HRA,1391371254000,0,True
5.0,Luther,"So happy the latest season is available! I liked this show a lot, took me awhile to remember<br />how the last season ended since it was awhile between seasons.",[],B00EYYKED6,B00EYYKED6,AGCPAPUHXYA3EEIL2KGSQTGO5HRA,1391371224000,0,True
1.0,Eh. Waste of time,"I cannot stand when movies are remade and they are NOTHING like the original. It's fine if you want to make a movie but don't use the name of another movie that earned its good reputation. I'm comparing it to the original and the remake that starred Steve Martin.  I was excited to see this and to see this some of the cast but it was not good. The whole premise of the movie was boring and so was the acting. I fell asleep! I woke back up after half an hour of it playing and it was clear nothing had really happened. Also, stop using actors that are not really from where their character is from, it's insulting. When will Hollywood stop doing this?",[],B0B8Q4NJ8C,B0B8Q4NJ8C,AFGNIWCBLQT2QIXXKIW7Q6VREZRQ,1674696810737,0,True
1.0,Done with this show,"For one, when is the final episode going to air? It's been several weeks and no 16th episode like it shows there will be.<br /><br />While I usually enjoy the end result, I do not enjoy the show anymore. Ben has become too much to watch. I do not care to see him and his friends screw around and act like kids. It's not funny, it's annoying. I can no longer stand Erin, she is just beyond irritating from her overdone accent to a lot of the things she says makes Home Town awkward and unenjoyable to watch. I think that most HGTV shows can last about 3 seasons before they get to be too much. The people on the shows change and become know it alls or become unbearable to watch. It's really too bad that is how it usually becomes on this network.",[],B08RVT4CK4,B08RVT4CK4,AFGNIWCBLQT2QIXXKIW7Q6VREZRQ,1619470672342,0,False
1.0,Here we go again,"So for all of those who think by buying the current season you will get to see all episodes before they even air, learn how this works. You will get the next episode AFTER it airs on the Hallmark channel. Now if only Hallmark would release it to Amazon in a timely manner, the show should be waiting for you the next morning. But Hallmark shows rarely show up the way other networks do.<br /><br />As far as the show, it has been terrible this season! This is no longer a feel good show that most of us go to Hallmark for. They have over done it on all the negativity with a few of the female characters this season. It’s one thing to show the couple’s having an issue here and there but the whole season has been about Clara being angry with Jesse and with Faith making sure Carson knows how much he keeps messing up. Elizabeth's character is the most unlikeable person at this point. She is rude, bitter and all around totally unpleasant. The love triangle gets really old and they’ve over done it with this one on this show. Who cares at this point who Elizabeth picks and who cares what happens to her character?",[],B08X6JFYT9,B08X6JFYT9,AFGNIWCBLQT2QIXXKIW7Q6VREZRQ,1614614265651,15,False
1.0,How does this show have the ratings?,"I don't get it, I tried to like this show but it is horrible. The laugh track is ridiculous and maybe if there was less fake laughter it’d be more tolerable.  I guess the acting is okay but I personally do not like most of the characters so needless to say, this show isn't for me.",[],B01L3F61RQ,B01L3F61RQ,AFGNIWCBLQT2QIXXKIW7Q6VREZRQ,1604032786016,0,False
5.0,Pleasant surprise,"I wish there were more delightful movies like this one. The acting was excellent and right on by everyone in this movie. It shows us that as we age, we can still have the things we did when we were younger. And the second time around can be better than the first time for many.",[],B07PND31HD,B07PND31HD,AFGNIWCBLQT2QIXXKIW7Q6VREZRQ,1603387122181,0,True
