rating,text,timestamp,sentiment
5.0,"This is a documentary about Dr. Stanislaw Burzynski who in 1977 discovered a non-toxic cure for cancer. He found that cancer patients usually lack compounds called antineoplastons. In order to cure cancer, he synthesizes these compounds and uses them to treat some cancer patients successfully at his institute in Texas. He has treated many hopeless cases, usually children, where the cancer they had was known to be fatal with our typical cancer treatment. Instead these children and some adults are walking around today totally cancer free. Although he is not successful in all cases, Dr. Burzynski has a noticeably higher cure rate than the toxic regimen our current medical system uses to treat cancer (chemo and radiation).<br /><br />What is very enlightening about this movie is that the federal government (specifically the FDA) has been trying to put him behind bars for treating cancer. However, the real reason they are doing this is because there are billions of dollars to be lost if our society does not continue the toxic cancer regiment that currently exists.  After all many companies have huge investments in equipment and drugs and that revenue would be lost if a cure for cancer was found.  Also, these big companies do not want one guy to receive all the profits  as Dr. Burzynski holds all the patents for his treatment.<br /><br />In this documentary, you'll also learn that one of his former colleagues who now works for the government was able to get the federal government to issue duplicate patents to her in an effort to steal his work.  Luckily, Dr. Burzynski successfully thwarted that effort.<br /><br />The federal government did everything they could to discredit this doctor and throw him in jail and failed.  They even tried to pretend to work with him by offering to trial his regimen.  In fact, this was the absolutely most chilling point about this documentary.  Once again, the federal government (specifically the National Cancer Institute) purposely altered Dr. Burzynski's cancer treatment in a trial they were doing by reducing the antineoplastons regimen that he prescribed.  The National Cancer Institute knew that all the patients would die in this study with that regiment but they did it anyway so that they could discredit him and steal his treatment. To me this is pre-meditated murder.<br /><br />The story told here is appalling.  Every day that antineoplastons don't become an available option in our society to treat cancer is another day one or more patients dies from the disease.<br /><br />A non-toxic cure for cancer exists that is more effective than our current toxic chemotherapy and radiation treatments and offers better chances for survival in many cases. I commend Dr. Burzynski for having such character to continue to fight for his right to make his cancer treatment more successful and appears to care so much about curing the cancer patient.",1343267933000,negative
5.0,This was fun to watch!,1649130777081,neutral
5.0,Love Creig miss him on late night  but this dvd was fun to watch.,1673646955916,neutral
5.0,Dvd played well in my pl,1664985135197,neutral
5.0,Dvd played well,1664984407284,neutral
3.0,I needed to be reminded of how crappie  this movie was.  It did not disappoint.,1663065735480,neutral
5.0,It's a fun find ro.p through  space fun for all don't forget #2,1662473959303,neutral
5.0,It was on prime how can you go wrong.,1661069445954,neutral
5.0,Dvd played well in disk player. Thank you,1660580055328,neutral
5.0,It's  one of the movies  I'd watch  again and again.,1658995196951,neutral
5.0,Thank you for the good copy  of this dvd .,1658995081521,neutral
5.0,This played well in my dvd player  thank you.,1658994773498,neutral
5.0,No problem with dvd thank you.,1658994686484,neutral
5.0,Played  well no problems thank you.,1658939209369,neutral
5.0,Copy was good  thank you,1658337998532,neutral
5.0,Good copy thank you,1658337949054,neutral
5.0,Played well thank you,1658337892329,neutral
5.0,No problems with  disk  thank you,1657822151933,neutral
5.0,I like this movie  disk playd fine thank you,1657822087032,neutral
5.0,Played well thank you,1657810239673,neutral
5.0,Disk was good thank you,1657754698837,neutral
5.0,Good disk played well thanks,1657754653450,neutral
5.0,Good copy  thank you,1657320354144,neutral
5.0,Dvd played very well in my player  thank you,1657320279828,neutral
4.0,It stopped  a few times in player  but it was ok,1657147865497,neutral
5.0,Dvd played well in my dvd player  thank you,1657147774854,neutral
5.0,Good copy  of dvd played well in my dvd player,1657147709799,neutral
5.0,Good copy  of dvd thank you,1657147512596,neutral
5.0,Good copy  of dvd thank you,1657147471325,neutral
5.0,It's a good copy  of the dvd thank you played well in dvd player,1657147423757,neutral
5.0,Good used copy of dvd thank you.,1657147254394,neutral
5.0,Played  well in dvd player  thank you,1657147203807,neutral
5.0,Loved to go back and relive this corny  show that even adults love good dvd copy .,1657147026704,positive
5.0,Good used copy  of dvd thank you,1657146582212,neutral
1.0,Seller did not reply to my email disk did not play at all not happy,1657145948339,positive
5.0,Dvd played well no stops or frozen screens.,1656605711741,neutral
5.0,Dvd played in my blue ray player. Thank you,1656605279046,neutral
5.0,I had no problems with this dvd thank you.,1656539678937,neutral
5.0,Blue ray played  very well on my new Blue  ray player,1656503420903,neutral
5.0,This dvd played  very well in my player no skips or stops.,1655489227210,neutral
5.0,I have not seen this movie I'm glad I got this it's a fun one music by ELO,1609078588497,positive
3.0,The movie is great but I was displeased that some of the special features were only saved for Blu-ray and weren't available on regular DVD.,1508888690648,positive
5.0,Great so far,1493142311000,neutral
5.0,Love it,1486268503000,neutral
5.0,I thought it was awesome.  Action packed all the way through.,1476984643000,neutral
5.0,This is a great movie!,1645713926764,positive
5.0,This movie had me laughing one minute and crying the next! Great feel good movie!,1631133692298,negative
5.0,"I gave this as a gift and the person I gave it to loved it, they’re a big fan.",1667920830897,positive
5.0,My son wanted to add this to his collection. Great gift and good show to watch.,1657010307660,negative
5.0,"This was a great gift for my adult son, he likes James Bond.",1645646087348,positive
5.0,My son and I enjoy this series. I got this for his collection and he is happy with it.,1638149311612,positive
5.0,Got package in great condition and in a timely manner. I love this show.,1601599353945,positive
5.0,I was so happy to get my favorite musical movie at a great price. I got this super fast and in great condition.,1514014333430,positive
4.0,"My dog is dying and I wanted to find these movies and didn't want to order on TV for a day. I got both movies as a set and a great price. And yes my dog and I have been enjoying the movies!<br />Only downside was that movie was put in my mailbox, which gets very HOT where I live...🤦‍♀️ glad it didn't warp!!",1666797015694,neutral
5.0,"I don't care how many times we have seen this movie,  it always has us in stitches! I love Gene Wilder in all his movies. I was glad we could find it.<br />It might not be 100% Politically Correct...but it pokes fun at everyone.",1643078452571,positive
5.0,Kids watch Dora and love her,1530158888923,positive
5.0,"Smart, funny, great acting, love it",1443288956000,positive
1.0,Disappointed,1424458193000,neutral
5.0,Great 80's movie!!,1473163208000,neutral
5.0,Who doesn't love a great 80's movie!?,1473163195000,positive
5.0,Great buy!,1436300428000,neutral
5.0,Great buy!,1436300402000,neutral
5.0,Great buy!,1436300395000,neutral
5.0,Great collection for the harry potter lover!,1436300376000,neutral
3.0,Good,1617043340840,neutral
5.0,Loved can’t wait for season 5!!,1647235427914,neutral
5.0,My teenage grandchildren and I love this movie!,1583029022425,positive
5.0,"No surprises here! My grandchildren, 11 and 13, loved it!",1531248115109,positive
5.0,LOVED it!,1441912265000,neutral
3.0,Good movie but for me just disappointing end!,1427392458000,neutral
5.0,Wonderful movie.  We have watched it over and over,1513765389031,neutral
5.0,My granddaughter's favorite story.,1413570065000,neutral
5.0,My grandchildren love this movie.,1413570023000,positive
5.0,"Next to Gone With the Wind, this is the greatest movie ever.",1413570006000,neutral
5.0,What a voice.,1413569985000,neutral
5.0,This dvd is full of great winter scenes and beautiful christmas music.  A cup of hot tea and a long afternoon with this music and snow scenes will rest a weary soul.,1363952570000,positive
5.0,I ordered a series of christmas dvd's from Amazon and have used each and every one during entertaining guest and just for my own enjoyment.  I love each and every one of them.  Amazon is my go too for this item.,1363952504000,positive
5.0,I love having these dvd's playing during the holidays and use them when guest are here and also when I am home alone doing chores.  What a soothing collection of music.,1363952366000,neutral
5.0,This dvd is such a joy at christmas time.  I used it at a christmas luncheon I was having and the guest really enjoyed all the beautiful music and the great christmas scenes and the color is great.,1363952302000,positive
5.0,Another treasured collection of old movies.  Timeless treasures that I wanted to share with my granddaughter and hours of enjoyment for her.,1363951290000,negative
5.0,I bought this series for my granddaughter.  I grew up with Shirley Temple as a household world when I was a child and I wanted her to see this wonderful child actress.  She loves the movies as I do.,1363951073000,negative
5.0,Was so entertaining,1484228268000,neutral
5.0,Loved the movie.  Gere is awesome,1483474841000,neutral
5.0,I enjoyed the movie for the second time as much as the first.,1483474774000,neutral
5.0,DEFINETLY a keeper for Christas season,1480909817000,neutral
1.0,Too violent and language was inappropriat,1474316258000,negative
2.0,"it just moved so slow for so long ,I gave up watchin it.",1472494500000,neutral
3.0,I don't like so much violence shown,1469558596000,neutral
5.0,Got my attention the first season,1468796898000,neutral
5.0,Love the show....no violence and great writing,1468032307000,positive
4.0,Didn't care for all the foul language.  The acting was good,1462924820000,neutral
4.0,Very interesting movie,1454947646000,neutral
4.0,"Loved Judy Dench and Maggie Smith...they made the move more interesting, but the actors were all very enjoyable.",1454448883000,neutral
4.0,Very enjoyable,1454448881000,neutral
2.0,I enjoy all the side tracks that go on in the Newssroom,1441831671000,neutral
5.0,I love Suits.,1433791549000,positive
3.0,"It is interesting enough for me to continue to watch it, but if there was something else that I really like, I probably would not watch it.",1415988555000,neutral
4.0,Very interesting and enjoyable series.,1414584408000,neutral
4.0,Very enjoyable!,1406202397000,neutral
4.0,A fun movie,1405345079000,neutral
5.0,This series was so enjoyable.  I watched one episode right after another,1405345045000,neutral
5.0,I really enjoyed the series and would like to see more episodes.  I love to see a really humorous show for a change.,1404059999000,positive
3.0,Sometimes I felt so sorry for threse elderly musicans.  They were interesting people and probably not unlike many retired musicans.,1373933788000,neutral
5.0,"Literally the best concert ever exist! And on Blu-ray on my big TV, it looks amazing!",1665515523850,neutral
4.0,Good Cop show w/a low key cop. Usually not a cop show peep but this one caught our attention,1484948008000,neutral
5.0,Lots of twist & turns...kept our attention. Cant wait for  the next season.,1484947844000,neutral
4.0,Slow getting started. This season answered some ?.,1483304071000,neutral
2.0,SAPPY . Dripping w/it,1482097896000,neutral
3.0,It was ok not as good as the previous 2 seasons. Too much over acting...,1482097815000,neutral
4.0,Much like season 1 but it keeps my interest. Can get a bit boring @ times.,1480714391000,neutral
3.0,GUY PLAY Elvis....threw me. Just didn't work,1472838695000,neutral
1.0,P U,1472838645000,neutral
5.0,Improbable but very good.,1468684287000,neutral
3.0,This episode was a bit sappy.,1461102062000,neutral
4.0,Very realistic...more true to life than other shows.,1461101993000,neutral
5.0,Great fiction.,1455117646000,neutral
5.0,Entertaining from beginning to end. Scenery and filming were excellent. Hope there is another season in the making.,1454278214000,neutral
3.0,Can only handle one episode @ a time.,1453588796000,neutral
5.0,Season 2 was not a disappointment. Looking forward to season 3,1453588740000,neutral
4.0,Besides the fact that they are all stuck together on top of each other and one case which is very fixable they came out perfect they came in as dated and I haven't had a problem yet.,1490981047000,neutral
4.0,Best movie of the 80's! The package came in it was fully protected came in as dated. Play the movie all the way through not one problem!#wolfmansgotnards,1489973789000,neutral
5.0,Love this show . A good clean mystery. Love the main cast.,1463457172000,neutral
5.0,Love this movie.,1448158030000,neutral
5.0,Very pleased,1432955131000,neutral
5.0,Very pleased,1432955112000,neutral
2.0,I’m watching zoey 101 with my granddaughter like I did with her mom and I like the show or did until the new RA comes my goodness all she does is eat cry and scream man I thought it was bad with the one girl that screeched that finally calmed down and now this annoying pig<br />Crying about her boyfriend like these girls should be hearing about it<br />I just don’t see why they brought adult drama into a teenage show it should be the kids having problems if anything<br />And her voice is so awful<br />I don’t think the show was canceled the way it was said I think it went down hill with her,1661361750628,negative
4.0,Good movie funny<br />But a black guy falsely accused a white guy so and because it'd be racist not to believe it the white guy goes to jail. ... It's a movie for crying out loud 😂 just for entertainment not an issue 😉,1590769246000,negative
5.0,"I love this movie, I can't stand ice cube tho I wish he would just shut up sometimes, he takes it overboard",1589043523728,positive
5.0,Love this show,1589043183071,neutral
3.0,I've always loved this movie but oddly had a hard time finding it for awhile but then I ordered it here. DVD skips alot and gets blotchy at times.<br />The movie is great and I thought since the first time I watched it that Leo should have gotten an award for his role here over Titanic. I'm not a leo fan but he's a good actor.,1589043132851,positive
5.0,I laughed my dupa off,1588710658969,neutral
3.0,"I can't really give a review because my bf was so excited to watch it, so I rented it and then he never watched it n I was busy",1588710358590,neutral
4.0,"I thought it was pretty good.<br />A bit misleading preview and cover but I don't think it's THAT  bad,",1580198364023,neutral
5.0,Graphics are wonderful,1574315408523,neutral
2.0,Stupid movie<br />Jennifer Aniston isn't so good just has a name.<br />Waste if time and money,1570223034128,neutral
1.0,Doesn't relate to the real thing and people. Was extremely disappointed I watched it once and not interested in watching it again,1538331321175,negative
1.0,Stupid. Its pretty foul but mostly stupid I don't mind foul language and stuff like that but it was kinda like they were trying to hard to be explicit. Wasn't as funny as I thought it would be.,1538330866448,negative
5.0,Such a happy movie we all love watching it,1538330674348,positive
5.0,Great,1538330533140,neutral
5.0,Great movie,1538330409276,neutral
1.0,This was a horrible movie. All characters were totally unconcerned that an innocent child is being terminated like garbage. A prime example of selfishness and irresponsibility in today's society. I wish I hadn't wasted the time it took to watch it. I expected and hoped for a different ending but was extremely disappointed,1443281614000,negative
5.0,Movie arrived in perfect condition. It looks brand new.,1621212855412,neutral
5.0,"Witty, sophisticated, fun, sexy, smart.",1482275511000,neutral
5.0,"Sophisticated, funny, warm comedy.",1470762875000,neutral
5.0,"Men and women will both enjoy thia show! Intelligent yet gritty, complex but straightforward. Intense while having charm.",1458490433000,neutral
5.0,Intense Fargo like film,1456623559000,neutral
5.0,This sequel to Terms of Endearment did not do well yet I find it to be a film of more depth then the sappy TOE. This plot seems more real and true. I enjoyed this film and the message of hope that it offers.,1442171131000,positive
5.0,Perfect mini series. Grim story line but with redemption in finale.,1434827123000,neutral
5.0,"Watch it. It's funny, heartwarming and charming",1430352744000,neutral
5.0,Yes! A fun yet substantive mystery series,1430352715000,neutral
5.0,who doesn't love a Maggie Smith movie,1430352669000,positive
5.0,funny but really sad to see the pain of these warriors,1428085297000,negative
1.0,Same ol KW. Boring.,1428085252000,neutral
5.0,Better watch Saul!,1427389682000,neutral
5.0,"Sweet, funny. Do we really know who our &#34;best friends&#34; are? Do we understand their lives at all?",1416249288000,neutral
4.0,Sweet and an important message - there are worse things to be than ugly.,1416249179000,negative
5.0,"Sophisticated and Complex but very real to me. I felt as if this was about someone I knew, a drama that could happen in real life and unfold exactly as filmed.",1416249140000,neutral
3.0,A little thin on plot but it was really fun to watch.,1416248847000,neutral
5.0,Love Mark Williams and this show!,1416248811000,neutral
5.0,of course it was fabulous but I didn't like the insinuation that somehow Assumpta's fate was related to Peter's decision about the priesthood. No one should be punished for being in love and it seemed as though that was the message.,1415364845000,positive
5.0,"Edgy and dark, very intense without the smarminess of many detective stories that make the transition from novel to TV.",1412883324000,neutral
5.0,Stephen Tompkinson  (a terrific actor) brings Banks to life. Edgy and a bit dark which makes it so much better than the smarmy detective police stories.,1412883250000,positive
1.0,Kind of funny but I could do without the vomiting scenes. The humor and information was good but I wanted to vomit every time somebody puked.,1394306152000,negative
5.0,a truly humorous movie. lots of laughs and sweet moments. it seems as though you are having fun with the characters.,1393450810000,neutral
5.0,it reminds me of the Big Chill. a wonderful ensemble cast who seem to be real friends. Nice to see male characters being vulnerable.,1393450714000,neutral
5.0,"fun, romantic and sweet. a great rainy day movie or a fun friday night flick for a girls get together.",1393450635000,positive
5.0,Very Good Movie!,1675619589431,neutral
5.0,"So well done, from beginning to end.",1591584098808,neutral
5.0,"The first part of the movie, while well done, is a little hard to take. It goes from light and new love to omg quickly. I almost turned it off after the scene in the therapist office simply because it was so serious and more than I was in the mood to watch.<br /><br />I didn't turn it off, but I did take a break. While the movie weaves in and out of the difficulties of a complex life and family filled with tragedy, it also turns it all around in the sweetest of ways.<br /><br />Well worth the watch and well done.  It's R rated for a reason, btw.",1580251997764,positive
5.0,"So well done, so worth watching, and a great story line that leaves you wanting more of Frank and Mary's lives.",1580096191296,positive
5.0,"What a well rounded, well done great family movie. Loved it!",1562912984290,positive
5.0,Definitely a feel good movie. Totally enjoyed it.,1560744726606,neutral
1.0,"Horse riding scenes are so poorly done, very fake and actually ruin the movie. Acting is ok, but the horse riding scenes are epic D movie style.",1546668669546,neutral
5.0,Wonderfully done!,1502171915043,neutral
1.0,Not worth watching if you're fond of facts.,1501043413692,neutral
5.0,"I will be buying this on DVD, it's one of the few shows my husband and I love watching together and enjoy equally",1403770566000,positive
5.0,"My future stepson is 23 and autistic, and has always been treated as a 4yr old,but this show makes me question just how much is going on below the surface. I may just be an optimistic future stepmom, but the thought that there is potentially an intelligent man trapped in that body both scares and gives me hope.<br /><br />I highly reccommend this video. If anything, it will open your mind to the world that the silent people in our society function in.",1116830318000,neutral
3.0,"This is worth a rental, but not a purchase.Parts were funny, but she seemed to drag out several parts that just didn't work. True Ellen fans will love it, because its...well Ellen, but I'd rent this one.",1095135511000,positive
5.0,"I was overjoyed when I saw Grantchester's season three was out!!! So far into the third episode has left you wanting for more!<br />I just want to keep watching!!! So disappoint when the episode comes to an end!<br />I simply cannot get enough of Grantchester!!!!!<br />I so love Sidney and Geordie, Mrs. M, Leonard, and even Amanda....which she sometimes makes me upset!!! Why did she go and marry?<br />She should have waited for Sidney!!!! What a fool!!!! Even so Sidney and Amanda should go ahead and live their lives with the baby!!!<br />Oh my poor Geordie...I like his wife...they are good together.  He's married.  Sidney is not.  It's hard when you hang out with single people!<br />Geordie's feeling lonely, isolated, and left out of the passion that Sidney is surrounded end.<br />He can find that with his wife...his wife has to step-up her game!!!  Start looking extremely HOT!!! She cannot change her age, but neither can Geordie.  Be the best that she can be...because you are a little older, doesn't make you not appealing...you can still be a knock out!!!<br />Well I wait....sitting on the edge of my seat.....too see the; BEST SERIES OUT THERE!!! GRANTCHESTER!!! LOVE, LOVE, ALL THESE CHARACTERS!!!<br />Waiting for my pre-order to arrive! Until then cannot wait for the next epiosde!!!  Also waiting for POLDARK...another great one!!!",1499447089947,positive
5.0,"I watched this instead of doing my work.  Even when my boss passed by my desk and I had to turn off the sound, I could tell the dialogue was fresh and extremely funny.  Sharon Horgan gives great face!  Rob Delaney is very likable in this role, if you can believe that! Loved every episode...however, the episodes with Tobias Menzies as the obgyn are tops!  Wish there were more to watch in this series.  Hopefully, series 2 will be on Amazon Prime soon after its release in the UK.",1441053303000,positive
5.0,"Hell, I am an adult newbie, and with some basic swim lessons, I joined the swimming club, watched 50% of this dvd, and practiced the slippery style, and hell, I am swimming better than I ever thought I could.  I am working on the turns, propelling forward from the hips, breathing, and easier swim!  I am also reading the hook as weel, that adds some more depth to the dvd.  All I can say, I froze my lesson to focus on these lessons, and I am shocked on my own progress.  Money well spent to give you more confidence and ease in the water.",1448824952000,positive
5.0,"The whole season was edgy and funny, and love th drama.",1437246325000,positive
5.0,"Looooooove this show. Funny, and yet the details of the time were impeccable",1437246295000,neutral
5.0,"my favorite teachers and they did a great job with creating a wonderful practice and bring new movements.  I love the sound tracks and new audio approach.  The matrix format that gives u the ability to choose the length of your work out is terrific.  There are 2 'green' sections and the first one was more working on the lowe chakras, and a lot of cobra related moves and I needed those moves!  the second section covered the upper chakras.  And along the way there are other mixes with chants, deep relazation and as always, I have to end it with the final prayer section.  I loved this dvd, and again, grateful to ravid and Ana for bringing this practice into my home.  I have started meditation as a separate practice and in conjunciton with kundalini yoga .. feeling the peace .. at last ..love it.",1407857647000,positive
5.0,Surprised not he quality of the story and the quality of the acting..more that we didn't think this would be Amazon's speciality.  We're we pleasantly surprised!  Great story line and loving the characters!  Great comedy line and yet a decent story theme running through the whole plot...a little suspense...pretty real. Well done Amazon&#34;,1389181795000,neutral
5.0,"This DVD offers 3 levels of adjustments, pending on your technical abilities.  We liked that as we tried all three and even if you are not technical you will get the critical adjustments you need like the black color definition and the contrast color definition, at the basic level.  Then if you are super technical, you still feel the DVD offered value for you as you are taken through more adjustments for your HD TV.  Also what comes with the DVD is a whole bunch of Disney movies to enhance the viewing the pleasures.  We actually liked this tuning tool: more for the techy nerds in your family!",1357480513000,neutral
5.0,"Just love the ollection, to bring us down memory lane!  If nothing else the theme music was worth getting the DVD!",1357480016000,positive
4.0,"I was tired of the usual home fitness DVDs like Jillian michaels.  I needed something fun to kick start my exercise. So I started looking at dance related exercise.  This is one of many I purchased.  I love this one for the fact I am learning something new, in between the warm up and warm down, there are three separate routines and with the great instructions, you will achieve the dance routine and sweat a bucket!  AND it was a lot of fun too, I hardly noticed the time, which I do even with a 30 minute traditional exercise regime. You get to work your core without noticing it and I always hated working my core.  I wil love working out with this dance regime as part of my get my ass back to exercising.",1352048456000,positive
4.0,"I was impressed!  Don't be deceived by the moves combo, seems easy even for 20 minutes and I was aching afterwards for days!  I like it that the whole session was 20 minutes, which is great for my life right now, and I can choose one of three workouts.  But you can combine all or another one, which I think is a great idea as excuses come in the form of 'I just dont have time' and now I have no excuses.  Session one is for upper body and you need a set of weights, session two is for lower body and third for core, which is never my favorites.  Although this DVD is focused on kick boxing, there are a lot of familiar moves from other of her DVDs.",1337429677000,positive
4.0,"Yeah, I self taught myself and this DVD gave me some great new tips.  I love that each lesson will pause at various places for until you catch up.  I think they way they have laid out the various lessons is great and really helpful to learners.  Love it and highly recommend.  I hope the author will produce more DVDs for more advance lessons and one for teaching various stitches!",1333317722000,positive
5.0,"I am using these aero base DVDs for general health improvements and we work out on the Lemond rev,aster pro:  each of the DVDs is based in a different location with a different group of cyclists, and each workout is different from each other.  The main theme is that they work on our aerobic level and not the muscle burning anaerobic  session.  What does that mean for those new to spinning and exercising on a spin bike: you are taken to a level where you are out of breathe, but not to the point that your leg muscles are burning; there is plenty of 'position2' to help stretch on some of the DVDs..  You will sweat so bring plenty of liquid.  You can do this with music or no music. If you don't have 75 minutes, I normally fast forward to the time I have to work out, but note there is 10 minutes warmup and 7 minutes warm down. Can't praise these workouts enough. The music may to be as great as in a spin class, but the workout is much much better.<br /><br />There are instructions for the tension requirement for spinning, but it is really the combo of cadence and heart rate that will reap the full benefit of the workout.  But hell, you get a great workout regardless.  I have my favorite DVDs, but love the fact there is a choice and I won't get bored.  Well worth splashing out on all five, and I have also got the 26.0 that is not in the pack.",1330890439000,positive
